VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJYGDEE7M,Pierce,Tacoma,WA,98407,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27,138151625,POINT (-122.51766 47.27779),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060300
JN1AZ0CPXB,Snohomish,Edmonds,WA,98026,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,32,298368024,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050800
5YJ3E1EA1M,King,Seatac,WA,98188,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,167360070,POINT (-122.28879 47.44538),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028403
5YJXCAE29H,King,Seattle,WA,98125,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,46,133788196,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
1N4AZ0CP3F,Jefferson,Port Ludlow,WA,98365,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,24,170555584,POINT (-122.68475 47.92989),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950301
1N4AZ0CP1D,Spokane,Spokane Valley,WA,99016,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,4,105395510,POINT (-117.1748 47.65699),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013101
5YJXCBE23G,King,Redmond,WA,98052,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,45,256613584,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
YV4H60DZ8N,King,Seattle,WA,98107,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,36,197520410,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301
KM8KNDAF0N,King,Seattle,WA,98119,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,196278540,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801
JTDKARFP6H,Pierce,Gig Harbor,WA,98332,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,26,111582663,POINT (-122.60302 47.36223),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072507
3FA6P0PU4E,King,Bellevue,WA,98006,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,41,102052100,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
7SAYGAEE7P,King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,228333850,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
1N4AZ0CP9F,King,Seattle,WA,98199,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36,174195206,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
YV4BC0PL5H,King,Seattle,WA,98117,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,36,167252053,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302
5YJ3E1EA2J,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,308823672,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606
5YJ3E1EB8M,King,Bellevue,WA,98005,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,180431219,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
WVWKR7AU4K,Skamania,North Bonneville,WA,98639,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,14,197307344,POINT (-121.97 45.64119),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,53059950200
1G1FW6S0XH,Thurston,Olympia,WA,98501,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,273055688,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200
3FA6P0SU1D,Spokane,Spokane,WA,99217,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,4,212777372,POINT (-117.37056 47.70402),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010204
7SAXCBE56N,Yakima,Yakima,WA,98903,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,218216897,POINT (-120.47794 46.55282),PACIFICORP,53077002803
3C3CFFGE8G,Thurston,Tumwater,WA,98512,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,325510545,POINT (-122.92057 47.0031),PUGET SOUND ENERGY INC,53067010920
5YJYGDEF6M,King,Bellevue,WA,98005,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,177714750,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
WA11AAGE4P,King,Sammamish,WA,98074,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,220326963,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
5YJYGDEE5M,Benton,Richland,WA,99354,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8,153939894,POINT (-119.26844 46.31484),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010201
5YJ3E1EB7J,King,Woodinville,WA,98072,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,475821216,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906
5YJXCDE21M,Pierce,Gig Harbor,WA,98332,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,134905858,POINT (-122.60302 47.36223),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072506
7SAXCBE6XN,King,Bellevue,WA,98005,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,211042135,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401
1N4BZ1DV0N,King,Seattle,WA,98118,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,181263792,POINT (-122.2668 47.55115),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200
5UXTA6C09N,Snohomish,Bothell,WA,98012,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,44,195423910,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052008
5YJ3E1EA9M,King,Renton,WA,98059,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,139512341,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025104
3FMTK1RM4M,Snohomish,Mill Creek,WA,98012,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,167238522,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052005
KNDJP3AE0G,King,Auburn,WA,98092,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,47,168238150,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031206
5UXKT0C31H,King,Bothell,WA,98011,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,1,348473744,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
5YJ3E1EC0M,King,Sammamish,WA,98074,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,221547308,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
5YJ3E1EB1M,Spokane,Spokane Valley,WA,99216,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4,151233904,POINT (-117.2335 47.67666),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013101
7SAYGAEE8N,Pierce,Orting,WA,98360,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31,214772218,POINT (-122.20166 47.09596),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070206
1G1FY6S0XP,King,Vashon,WA,98070,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,220599998,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701
WBY8P4C54K,Kitsap,Poulsbo,WA,98370,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,23,318362908,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
5YJ3E1EA0K,King,Redmond,WA,98053,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45,307982755,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
5YJYGDEE6M,King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,137378244,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
7SAYGDEE5N,King,Mercer Island,WA,98040,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,219714939,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
1N4AZ0CPXE,Pierce,Puyallup,WA,98373,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,25,2375523,POINT (-122.35051 47.15252),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071206
WBY1Z2C50E,Thurston,Olympia,WA,98502,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,35,477351759,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
WBY2Z2C54E,King,Bellevue,WA,98005,2014,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,48,196258212,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
1N4AZ1CP4K,Snohomish,Lynnwood,WA,98036,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,32,100960737,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
KM8KNDAF4P,King,Redmond,WA,98052,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,228449140,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
1G1RD6S54H,Benton,Benton City,WA,99320,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,16,113695795,POINT (-119.48756 46.26543),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011900
5YJYGAEE7M,King,Sammamish,WA,98075,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,151052954,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207
5YJ3E1EB3J,Pierce,Auburn,WA,98092,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,31,276245637,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070315
JTDKARFP9J,Mason,Belfair,WA,98528,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,35,333109710,POINT (-122.82764 47.45054),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960500
WMW13DJ01N,Clark,Vancouver,WA,98665,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,190111897,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041005
7SAYGAEEXP,King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,229464644,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
1FADP5CU2D,King,Kirkland,WA,98033,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,45,204093130,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
5YJ3E1EA9L,King,Seattle,WA,98121,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36,208485329,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202
WA1E2AFYXL,Snohomish,Everett,WA,98208,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,44,137183448,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041606
JTDKN3DP6E,Grant,Soap Lake,WA,98851,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,13,209592148,POINT (-119.48323 47.38898),PUD NO 2 OF GRANT COUNTY,53025010300
7SAYGDEFXN,King,Seattle,WA,98108,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,208483691,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900
5YJ3E1EA1L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,106179153,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
7SAYGAEE0N,Yakima,Sunnyside,WA,98944,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,216645789,POINT (-120.00949 46.32379),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,53077002101
1G1RC6S57G,Clark,Vancouver,WA,98682,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,17,219383867,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041326
5YJYGDEE8M,Snohomish,Lynnwood,WA,98036,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,183197640,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051402
1N4BZ0CP0H,King,Redmond,WA,98052,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,48,336035675,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606
JN1AZ0CP9C,Island,Coupeville,WA,98239,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,10,123065169,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
KNDJP3AE8G,King,Shoreline,WA,98133,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,32,138771776,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020301
5YJ3E1EC1N,Pierce,Graham,WA,98338,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,219107906,POINT (-122.29477 47.05703),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116
5YJXCAE26K,Benton,Richland,WA,99352,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,8,326354941,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010811
WDDVP9AB7F,King,Seattle,WA,98125,2015,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,46,476185937,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
1N4BZ0CP2G,Snohomish,Edmonds,WA,98020,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,133898789,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050402
1G1RA6E41E,Thurston,Olympia,WA,98501,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,167448172,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200
1N4AZ0CP0D,King,Seattle,WA,98178,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,37,266089050,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026001
3FA6P0PU3G,King,Kirkland,WA,98033,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,48,215580340,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701
1N4AZ0CP6F,King,Seattle,WA,98117,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36,207969247,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100
1N4AZ0CP4E,King,Lake Forest Park,WA,98155,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,347939707,POINT (-122.31327 47.75736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400
5YJ3E1EB7N,King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,193653736,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
WA1F2AFY1N,King,Seattle,WA,98112,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,43,180170980,POINT (-122.30716 47.62687),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
5YJYGDEE3M,King,Covington,WA,98042,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,131376647,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032006
WVWPP7AUXG,King,Kirkland,WA,98034,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,1,214016302,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
5YJ3E1EA3P,King,Renton,WA,98059,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,219988744,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025104
WVGTMPE22M,Walla Walla,Walla Walla,WA,99362,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,16,167410883,POINT (-118.34261 46.07068),PACIFICORP,53071920701
7SAYGDEE2N,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,192312662,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091001
WVWKR7AU6K,Clark,Washougal,WA,98671,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,18,227257229,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040510
5YJSA1E43H,Pierce,University Place,WA,98466,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,28,475980130,POINT (-122.5338 47.23594),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309
1N4AZ0CP4F,Snohomish,Everett,WA,98203,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,38,2782083,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041400
WBY2Z2C30H,King,Kent,WA,98032,2017,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,33,216552717,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029203
5YJ3E1EB9M,Snohomish,Everett,WA,98208,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,148289123,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041607
5YJ3E1EA0N,King,Seattle,WA,98122,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,211877725,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700
1N4AZ1CP1J,Snohomish,Lynnwood,WA,98037,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,21,146884468,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
1G1RB6S55H,Snohomish,Snohomish,WA,98290,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,39,235358343,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052206
SADHD2S18K,Snohomish,Bothell,WA,98021,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,1,2957804,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051932
1G1FX6S01H,King,Seattle,WA,98117,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,36,112695474,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
JHMZC5F31J,Snohomish,Lynnwood,WA,98087,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,21,333879717,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051802
5YJYGDEE5L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44,218456556,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052710
1N4AZ0CP4E,King,Seattle,WA,98144,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,11,3862323,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300
5YJ3E1EB6J,King,Seattle,WA,98105,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,476301395,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101
LPSED3KAXN,King,Seattle,WA,98133,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,187502059,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300
1N4AZ1BV2N,Snohomish,Edmonds,WA,98026,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,180028068,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050900
1G1FZ6S00N,King,Federal Way,WA,98003,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,207611421,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030008
5UXTA6C00M,Island,Langley,WA,98260,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,10,132882725,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
5YJYGDEE0L,King,Seattle,WA,98115,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,46,131286662,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
WVWKR7AUXK,Thurston,Yelm,WA,98597,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,20,1416565,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
